No;NPSN;satuan_pen;Alamat;Kelurahan;Status;Kabupaten;Kecamatan;Bentuk Pendidikan;cek akreditasi;habis masa berlaku;cek sasaran 2025;latitude;longitude;Paket A;Paket B;Paket C
51058;20511506;SD NEGERI 2 BOGOHARJO;Dusun Nawangan Desa Bogoharjo. Kecamatan Ngadirojo;Bogoharjo;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51059;20570093;TK PERTIWI 5;DESA HADILUWIH. KEC. NGADIROJO. PACITAN;Hadiluwih;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2016;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51060;69901751;KB PELANGI;WONOSOBO;Wonosobo;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2021;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51061;20511486;SD NEGERI 2 COKROKEMBANG;Cokrokembang;Cokrokembang;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51062;20570094;TK PUTRA HARAPAN;DESA HADIWARNO. KEC. NGADIROJO. PACITAN;Hadiwarno;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2017;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51063;69901752;KB PELITA BANGSA;RT 02 RW 04 DSN BARAK;Cokrokembang;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2017;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51064;20511512;SD NEGERI 2 HADILUWIH;Hadiluwih;Hadiluwih;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51065;20570095;TK PUTRA JAYA;DESA NGADIROJO. KEC. NGADIROJO. PACITAN;Ngadirojo;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2018;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51066;69919487;KB PELITA BUNDA;Desa Pagerejo;Pagerejo;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2023;31 Desember 2028;;-8.20041107406;111.32521114000;-;-;-
51067;20511510;SD NEGERI 2 HADIWARNO;Damas;Hadiwarno;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51068;69858684;KB PELITA HATI;RT 02 RW 04 DUSUN KRAJAN;Pagerejo;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2016;31 Desember 2021;Lembaga Aktif;-8.20041107406;111.32521114000;-;-;-
51069;20570096;TK PUTRA SIAGA 1;DESA BODAG. KEC. NGADIROJO. PACITAN;Bodag;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2023;31 Desember 2028;;-8.20041107406;111.32521114000;-;-;-
51070;20510871;SD NEGERI 2 NGADIROJO;Ngadirojo;Ngadirojo;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51071;20570097;TK PUTRA SIAGA 2;RT. 2 . RW. 5 . KEPUH;Bodag;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2017;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51072;69901757;KB PERMATA HATI I;DUSUN GARENGLOR;Hadiluwih;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2022;31 Desember 2027;;-8.20041107406;111.32521114000;-;-;-
51073;20510922;SD NEGERI 2 NOGOSARI;Dsn. Mukus;Nogosari;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51074;20570149;TK SARI MULYA;DESA SIDOMULYO. KEC. NGADIROJO. PACITAN;Sidomulyo;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2017;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51075;69858683;KB PERMATA HATI II;RT 01 RW 03 BANDARANGIN;Hadiluwih;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2022;31 Desember 2027;;-8.20041107406;111.32521114000;-;-;-
51076;20510926;SD NEGERI 2 PAGEREJO;Bandung;Pagerejo;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51077;20570150;TK SIWI BROTO;DESA TANJUNG LOR. KEC. NGADIROJO. PACITAN;Tanjunglor;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2017;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51078;69858680;KB SINAR MENTARI;RT.02 RW.05. DUSUN DAMAS;Hadiwarno;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2018;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51079;20510841;SD NEGERI 2 SIDOMULYO;Desa Sidomulyo. Kec. Ngadirojo. Pacitan;Sidomulyo;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51080;20570098;TK TANJUNG;RT 01 RW 01;Tanjunglor;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2018;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51081;69901753;KB SIWI WINASIS;Dusun Batang;Wonodadi Wetan;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2022;31 Desember 2027;;-8.20041107406;111.32521114000;-;-;-
51082;20511047;SD NEGERI 2 TANJUNG LOR;Tanjunglor;Tanjunglor;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51083;20570099;TK TRI KUSUMA;DESA COKROKEMBANG. KEC. NGADIROJO. PACITAN;Cokrokembang;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2018;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51084;69858691;KB TIARA BUNDA;RT 04 RW 01DUSUN CERBON;Cokrokembang;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2016;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51085;20511045;SD NEGERI 2 TANJUNGPURO;Beton;Tanjungpuro;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51086;20570151;TK TUNAS ANANDA;DESA WONOASRI. KEC. NGADIROJO. PACITAN;Wonoasri;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2017;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51087;69901754;KB TUNAS BANGSA;RT. 01. RW.01 DUSUN KRAJAN;Wonoasri;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2022;31 Desember 2027;;-8.20041107406;111.32521114000;-;-;-
51088;20511096;SD NEGERI 2 WONOASRI;Rt.2 Rw.13 Dsn. Sipen;Wonoasri;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51089;20576514;TK TUNAS ASRI;DESA WONOASRI. KEC. NGADIROJO. PACITAN;Wonoasri;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2022;31 Desember 2027;;-8.20041107406;111.32521114000;-;-;-
51090;69858690;KB TUNAS SATRIA;RT.009 RW. 004 DSN JAYAN;Bogoharjo;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2022;31 Desember 2027;;-8.20041107406;111.32521114000;-;-;-
51091;20511088;SD NEGERI 2 WONODADI KULON;Wonodadikulon;Wonodadi Kulon;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51092;20570142;TK TUNAS HARAPAN;DESA WONODADI KULON. KEC. NGADIROJO. PACITAN;Wonodadi Kulon;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2023;31 Desember 2028;;-8.20041107406;111.32521114000;-;-;-
51093;69858692;KB TUNAS TANJUNG;RT 01 RW 02 DUSUN KRAJAN;Tanjunglor;SWASTA;Kab. Pacitan;Kec. Ngadirojo;KB;2023;31 Desember 2028;;-8.20041107406;111.32521114000;-;-;-
51094;20511093;SD NEGERI 2 WONODADI WETAN;Dsn. Ngobal;Wonodadi Wetan;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51095;20570152;TK TUNAS JAYA;DESA TANJUNGPURO. KEC. NGADIROJO. PACITAN;Tanjungpuro;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2018;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51096;20511097;SD NEGERI 2 WONOKARTO;RT. 02 RW. 09 Dusun Miri;Wonokarto;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51097;20570101;TK WONODADI KULON;DESA WONODADI KULON. KEC. NGADIROJO. PACITAN;Wonodadi Kulon;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2017;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51098;20511098;SD NEGERI 2 WONOSOBO;Galih;Wonosobo;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51099;20570102;TK WONODADI WETAN;DESA WONODADI WETAN. KEC. NGADIROJO. PACITAN;Wonodadi Wetan;SWASTA;Kab. Pacitan;Kec. Ngadirojo;TK;2021;31 Desember 2026;;-8.20041107406;111.32521114000;-;-;-
51100;20511485;SD NEGERI 3 COKROKEMBANG;Rt.02 Rw.03. Dsn.Prancak;Cokrokembang;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51101;20510934;SD NEGERI 3 PAGEREJO;Dsn.Karang Anyar Ds.Pagerejo;Pagerejo;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51102;20510849;SD NEGERI 3 SIDOMULYO;Ledok Wetan;Sidomulyo;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51103;20511095;SD NEGERI 3 WONOKARTO;Gauto;Wonokarto;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51104;20510933;SD NEGERI 4 PAGEREJO;RT.03. RW.08. Dusun Brungkah. Desa Pagerejo. Ngadirojo. Pacitan. JAWA TIMUR;Pagerejo;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51105;20510848;SD NEGERI 4 SIDOMULYO;Dsn. Tawang Kulon;Sidomulyo;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51106;20511086;SD NEGERI 4 WONODADI KULON;Dsn. Tawang;Wonodadi Kulon;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51107;20510847;SD NEGERI 5 SIDOMULYO;Dsn. Ledok;Sidomulyo;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51108;20511501;SD NEGERI CANGKRING;Dsn.Salamrejo Ds.Cangkring Kec.Ngadirojo Kab. Pacitan;Cangkring;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51109;20511203;SD NEGERI WIYORO;Desa Wiyoro;Wiyoro;NEGERI;Kab. Pacitan;Kec. Ngadirojo;SD;;;;-8.20041107406;111.32521114000;-;-;-
51110;69743742;RA BUSTHANUL ATHFAL AL-MUHAJIRIN;JL.TELUK TAMBORA NO.13b. SIDOHARJO. PACITAN;Sidoharjo;SWASTA;Kab. Pacitan;Kec. Pacitan;RA;2018;31 Desember 2026;;-8.18692164993;111.10723876700;-;-;-
51111;69902496;KB AL FALAH;RT.02 RW.08 Kriyan;Sidoharjo;SWASTA;Kab. Pacitan;Kec. Pacitan;KB;2023;31 Desember 2028;;-8.18692164993;111.10723876700;-;-;-
51112;70002267;TPA AZ-ZAHRA;Jln. KS. Tubun R T01 RW 01;Sumberharjo;SWASTA;Kab. Pacitan;Kec. Pacitan;TPA;2023;31 Desember 2028;;-8.18692164993;111.10723876700;-;-;-
51113;20569852;TK AMONG PUTRA 1;DESA SIRNOBOYO. KEC. PACITAN. PACITAN;Sirnoboyo;SWASTA;Kab. Pacitan;Kec. Pacitan;TK;2024;31 Desember 2029;;-8.18692164993;111.10723876700;-;-;-
51114;69920756;POS PAUD AL-AMIN;Desa Kayen;Kayen;SWASTA;Kab. Pacitan;Kec. Pacitan;SPS;#N/A;#N/A;Lembaga Aktif;-8.18692164993;111.10723876700;-;-;-
51115;K9980917;BIMBEL GOLDEN STAR;Jl. Bunga Kamboja 07;Baleharjo;SWASTA;Kab. Pacitan;Kec. Pacitan;Kursus / LKP;;;;-8.18692164993;111.10723876700;-;-;-
51116;P2962685;PKBM SEDYO LANGGENG;Jl. MT. Haryono 45;Sidoharjo;SWASTA;Kab. Pacitan;Kec. Pacitan;PKBM;;;;-8.18692164993;111.10723876700;-;-;-
51117;P9956860;SKB PACITAN;Jl. Roro Jongrang;Sidoharjo;NEGERI;Kab. Pacitan;Kec. Pacitan;SKB;;;;-8.18692164993;111.10723876700;-;-;-
