No;NPSN;satuan_pen;Alamat;Kelurahan;Status;Kabupaten;Kecamatan;Bentuk Pendidikan;cek akreditasi;habis masa berlaku;cek sasaran 2025;latitude;longitude;Paket A;Paket B;Paket C
11859;69800633;TK PUTRA BANGSA;DUKUH KRICAK;Kedungsumber;SWASTA;Kab. Bojonegoro;Kec. Temayang;TK;2023;31 Desember 2028;;-7.36606124747;111.91607675500;-;-;-
11860;69939797;KELOMPOK BERMAIN ANAK SHOLEH;DS. KEDUNGSARI;Kedungsari;SWASTA;Kab. Bojonegoro;Kec. Temayang;KB;2023;31 Desember 2028;;-7.36606124747;111.91607675500;-;-;-
11861;69801205;POS PAUD UDYANA LEBDA;DUSUN JOHO. RT 10 RW 03;Bakulan;SWASTA;Kab. Bojonegoro;Kec. Temayang;SPS;2023;31 Desember 2028;;-7.36606124747;111.91607675500;-;-;-
11862;20540687;SD NEGERI KEDUNGSUMBER III TEMAYANG;Kedungsumber;Kedungsumber;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11863;69800777;TK SETIYA BUDI;TEMAYANG;Temayang;SWASTA;Kab. Bojonegoro;Kec. Temayang;TK;2018;31 Desember 2026;;-7.36606124747;111.91607675500;-;-;-
11864;69801219;POS PAUD UDYANA SIWI;Rt. 01 Rw. 01;Bakulan;SWASTA;Kab. Bojonegoro;Kec. Temayang;SPS;2023;31 Desember 2028;;-7.36606124747;111.91607675500;-;-;-
11865;20540861;SD NEGERI NGUJUNG TEMAYANG;Desa Ngujung;Ngujung;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11866;69801193;PP SINAR KASIH;SUGIHAN;Kedungsumber;SWASTA;Kab. Bojonegoro;Kec. Temayang;SPS;2022;31 Desember 2027;;-7.36606124747;111.91607675500;-;-;-
11867;69800606;TK TUNAS BHAKTI;DS. KEDUNGSUMBER;Kedungsumber;SWASTA;Kab. Bojonegoro;Kec. Temayang;TK;2023;31 Desember 2028;;-7.36606124747;111.91607675500;-;-;-
11868;20540891;SD NEGERI PANCUR I TEMAYANG;Desa Pancur;Pancur;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11869;20540895;SD NEGERI PANDANTOYO TEMAYANG;Desa Pandantoyo;Pandantoyo;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11870;20540904;SD NEGERI PAPRINGAN I TEMAYANG;Desa Papringan;Papringan;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11871;20540905;SD NEGERI PAPRINGAN II TEMAYANG;Dusun Kalimati;Papringan;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11872;20540906;SD NEGERI PAPRINGAN III TEMAYANG;Desa Papringan;Papringan;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11873;20541036;SD NEGERI SOKO I TEMAYANG;Ds. Soko;Soko;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11874;20541037;SD NEGERI SOKO II TEMAYANG;Dusun Sekonang Desa Soko;Soko;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11875;20541038;SD NEGERI SOKO III TEMAYANG;Dsn. Sekidang;Soko;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11876;20541039;SD NEGERI SOKO IV TEMAYANG;Glingsem;Soko;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11877;20541150;SD NEGERI TEMAYANG I TEMAYANG;Jl. Pahlawan No. 219;Temayang;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11878;20541151;SD NEGERI TEMAYANG II TEMAYANG;Jl. Raya Temayang;Temayang;NEGERI;Kab. Bojonegoro;Kec. Temayang;SD;;;;-7.36606124747;111.91607675500;-;-;-
11879;69800220;KB AN-NUUR;DUSUN KEDUNG RT 18 RW 02;Trucuk;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;2018;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11880;69801001;TK AL-FALAHIYAH;Rt 35 Rw 06;Banjarsari;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2024;31 Desember 2029;;-7.11885655988;111.83124357000;-;-;-
11881;69747649;RA AL ULUM;JL.MASJID NO 01 DESA GUYANGAN. TRUCUK. BOJONEGORO;Kandangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;RA;2024;31 Desember 2029;;-7.11885655988;111.83124357000;-;-;-
11882;69801401;POS PAUD ANGGREK I;RT 03 RW 01;Sumbang Timun;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11883;70014626;PAUDQ. FATHUN NUR;MORI TRUCUK 1/1;Mori;SWASTA;Kab. Bojonegoro;Kec. Trucuk;PAUDQ;#N/A;#N/A;;-7.11885655988;111.83124357000;-;-;-
11884;K5651686;LKP Clara Indah;Jl.Raya Sumberejo Kec.Trucuk;Sumberrejo;SWASTA;Kab. Bojonegoro;Kec. Trucuk;Kursus / LKP;;;;-7.11885655988;111.83124357000;-;-;-
11885;P2965087;PKBM MAJU JAYA;Rt. 15 Rw. 05 Ds.Sumbangtimun;Sumbang Timun;SWASTA;Kab. Bojonegoro;Kec. Trucuk;PKBM;;;;-7.11885655988;111.83124357000;-;-;-
11886;69936999;PPS. AL RAHMANI;KANTEN;Kanten;SWASTA;Kab. Bojonegoro;Kec. Trucuk;Pondok Pesantren;;;;-7.11885655988;111.83124357000;-;-;-
11887;20540443;SD NEGERI BANJARSARI I TRUCUK;Jl. Tugu No. 34 Banjarsari;Banjarsari;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11888;20504411;SMP NEGERI 1 TRUCUK;Jl. Raya Sumberjo Kentong No.1 Trucuk;Sumberrejo;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SMP;;;;-7.11885655988;111.83124357000;-;-;-
11889;60718172;MI AL ULUM;JL. MASJID NO. 01 RT/RW 04/01 DESA GUYANGAN;Guyangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;MI;;;;-7.11885655988;111.83124357000;-;-;-
11890;69853458;Al-Falahiyah;JL.Maswiji No.134;Banjarsari;SWASTA;Kab. Bojonegoro;Kec. Trucuk;MTs;;;;-7.11885655988;111.83124357000;-;-;-
11891;69964178;SMKN TRUCUK;Jalan Raya Sumberejo Kentong. Kecamatan Trucuk. Kabupaten Bojonegoro;Sumberrejo;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SMK;;;;-7.11885655988;111.83124357000;-;-;-
11892;P2965087;PKBM MAJU JAYA;Rt. 15 Rw. 05 Ds.Sumbangtimun;Sumbang Timun;SWASTA;Kab. Bojonegoro;Kec. Trucuk;PKBM;;;;-7.11885655988;111.83124357000;-;ya;ya
11893;69801028;TK ASIH;RT 10/RW 02 Desa Kanten Kec. Trucuk Kab. Bojonegoro;Kanten;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2019;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11894;69747652;RA FALAHIYAH;JL. TAMBANGAN III. NO. 336. DESA KANDANGAN;Kandangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;RA;2024;31 Desember 2029;;-7.11885655988;111.83124357000;-;-;-
11895;69800484;KB DELIMA;RT:10/ RW:02 Desa Kanten Kec. Trucuk Kab. Bojonegoro;Kanten;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11896;69801303;POS PAUD BOUGENVILE;JL. MASJID AL KARIM RT 03 RW 01;Kandangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11897;20540446;SD NEGERI BANJARSARI III TRUCUK;Jl.Letnan Sucipto No.33;Banjarsari;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11898;60718175;MI BABUL ULUM;JL. MASJID NO. 30;Kanten;SWASTA;Kab. Bojonegoro;Kec. Trucuk;MI;;;;-7.11885655988;111.83124357000;-;-;-
11899;70034644;MTs BESTEA DARUL ILMI PESANTREN PROGRESIF;Ds. Trucuk RT.09 RW.01;Trucuk;SWASTA;Kab. Bojonegoro;Kec. Trucuk;MTs;;;;-7.11885655988;111.83124357000;-;-;-
11900;20557553;TK DHARMA WANITA;Rt. 07 Rw. 02;Pagerwesi;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2018;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11901;69747651;RA/BA/TA ATTARBIYAH;JL.DIPONEGORO RT.10/04 DESA SUMBANG TIMUN TRUCUK BOJONEGORO;Sumbang Timun;SWASTA;Kab. Bojonegoro;Kec. Trucuk;RA;2024;31 Desember 2029;;-7.11885655988;111.83124357000;-;-;-
11902;69800195;KB MATAHARI;Rt.11 Rw.02;Trucuk;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11903;69899203;POS PAUD CEMPAKA III;Desa Banjarsari;Banjarsari;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11904;20540579;SD NEGERI GUYANGAN TRUCUK;Desa Guyangan Trucuk;Guyangan;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11905;60718176;MI FALAHIYAH;JL. TAMBANGAN 03 RT. 08 RW. 02;Kandangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;MI;;;;-7.11885655988;111.83124357000;-;-;-
11906;20582658;MTSS DARUSSALAM KANTEN TRUCUK;JALAN S. JAMIN NO. 42 KANTEN;Kanten;SWASTA;Kab. Bojonegoro;Kec. Trucuk;MTs;;;;-7.11885655988;111.83124357000;-;-;-
11907;20557551;TK DHARMA WANITA CEMPAKA;DS. SRANAK;Sranak;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11908;69800311;KB NURUL QOMAR;RT 09 RW 03;Mori;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11909;69801430;POS PAUD CENDRAWASIH;Ds. TULUNGREJO RT.04 RW. 01;Tulungrejo;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11910;69747650;RA/BA/TA JA`FARIYAH;JL. MASJID NO.30 KANTEN TRUCUK BOJONEGORO;Kanten;SWASTA;Kab. Bojonegoro;Kec. Trucuk;RA;2024;31 Desember 2029;;-7.11885655988;111.83124357000;-;-;-
11911;20540634;SD NEGERI KANDANGAN I TRUCUK;Jl. Al Karim;Kandangan;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11912;69994101;MI NURUL HUDA;JL. RAYA TULUNGREJO RT.08 RW.02.;Tulungrejo;SWASTA;Kab. Bojonegoro;Kec. Trucuk;MI;;;;-7.11885655988;111.83124357000;-;-;-
11913;69916292;TK ISLAM TERPADU NURUL HUDA;Desa Tulungrejo;Tulungrejo;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2018;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11914;69800511;KB AL - GHONIM;JL. MASJID NO. 01 RT 04 RW 01;Guyangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11915;69966579;POS PAUD CENDRAWASIH 03;Ds. Tulungrejo;Tulungrejo;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11916;20540638;SD NEGERI KANTEN I TRUCUK;Kanten;Kanten;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11917;60718177;MIS AL HIKMAH;DESA PAGERWESI RT 07 RW 02;Pagerwesi;SWASTA;Kab. Bojonegoro;Kec. Trucuk;MI;;;;-7.11885655988;111.83124357000;-;-;-
11918;20557546;TK KARTINI 1;Rt. 02 Rw. 01 Desa Mori Kec. Trucuk;Mori;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2019;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11919;69899204;POS PAUD DAHLIA I;Rt.01 Rw.02;Guyangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11920;69800503;KB AL FALAHIYAH;JLN. MASWIJI NO.134 RT 35 RW 06;Banjarsari;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11921;20540787;SD NEGERI MORI I TRUCUK;Mori;Mori;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11922;60718173;MIS NABA`UL ILMI;JL.MASWIJI NO.76;Banjarsari;SWASTA;Kab. Bojonegoro;Kec. Trucuk;MI;;;;-7.11885655988;111.83124357000;-;-;-
11923;20557547;TK KARTINI II;DS. MORI;Mori;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2019;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11924;69800212;KB ATTARBIYAH;JL. DIPONEGORO RT 09/03;Sumbang Timun;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11925;69801343;POS PAUD FLAMBOYAN II;RT 07 RW 02;Pagerwesi;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11926;20540788;SD NEGERI MORI II TRUCUK;Jl. Mori Rt 2 Rw 1;Mori;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11927;60718174;MIS TARBIYATUL BANIN WAL BANAT;JL. DIPONEGORO RT.10/03 SUMBANG TIMUN TRUCUK BOJONEGORO;Sumbang Timun;SWASTA;Kab. Bojonegoro;Kec. Trucuk;MI;;;;-7.11885655988;111.83124357000;-;-;-
11928;69801294;POS PAUD KENANGA I;RT 11 RW 02;Trucuk;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;2018;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11929;69801140;TK KUNCUP MEKAR;NGGEDANGAN RT 4 RW 1;Tulungrejo;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11930;69800219;KB BUNGA BANGSA;JLN. RAYA SUMBEREJO NO. 10;Sumberrejo;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11931;20540880;SD NEGERI PADANG I TRUCUK;Desa Padang;Padang;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11932;69801355;POS PAUD MAWAR;RT 06 RW 01;Padang;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;2018;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11933;69801087;TK MARDISIWI;KEPATIHAN 457;Trucuk;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2022;31 Desember 2027;;-7.11885655988;111.83124357000;-;-;-
11934;69800253;KB HARAPAN BANGSA;KH. MASDAR NO. 56 RT 30 RW 05;Banjarsari;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11935;20540881;SD NEGERI PADANG II TRUCUK;Desa Padang;Padang;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11936;69801110;TK MAWAR;RT 03 RW 01 Kec. Trucuk Kab. Bojonegoro;Sumbang Timun;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11937;69899205;POS PAUD MELATI II;Desa Kanten;Kanten;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11938;69800459;KB MAMBA`UL ULUM;JLN. TAMBANGAN RT 14 RW 02;Kandangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11939;20540883;SD NEGERI PAGERWESI I TRUCUK;JL.P.DIPONEGORO NO.173 DESA PAGERWESI;Pagerwesi;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11940;69801332;POS PAUD MERPATI PUTIH;JLN. MASJID NO. 274-A;Sumberrejo;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;2018;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11941;69801119;TK MEKAR SARI;Jl. Masjid 274 RT. 09 RW. 01 Kec. Trucuk Kab. Bojonegoro;Sumberrejo;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2022;31 Desember 2027;;-7.11885655988;111.83124357000;-;-;-
11942;69800177;KB MELATI;RT 07 RW 02;Pagerwesi;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11943;20541042;SD NEGERI SRANAK TRUCUK;Desa Sranak No152;Sranak;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11944;69800288;KB NURUL HUDA;JLN. TAMBANGAN III RT. 08 RW. 02;Tulungrejo;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;2016;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11945;69801376;POS PAUD SEHAT;RT 09 RW 03;Mori;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;2018;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11946;20557557;TK PERTIWI;KANDANGAN Rt. 03 rw.01;Kandangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11947;20541065;SD NEGERI SUMBANGTIMUN TRUCUK;Sumbangtimun;Trucuk;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11948;20557549;TK PUTRA BANGSA I;Rt. 06 Rw. 01;Padang;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11949;69800308;KB NURUL UMMAH;RT 02 RW 01;Mori;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11950;69801500;POS PAUD SERUNI;DS. SRANAK;Sranak;SWASTA;Kab. Bojonegoro;Kec. Trucuk;SPS;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11951;20541084;SD NEGERI SUMBERJO TRUCUK;Jl. Gajah MAda No. 01;Sumberrejo;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11952;69800331;KB PERMATA BUNDA;RT 11 RW 02;Padang;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;2018;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11953;20557550;TK PUTRA BANGSA II;DS. PADANG;Padang;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2024;31 Desember 2029;;-7.11885655988;111.83124357000;-;-;-
11954;20541178;SD NEGERI TRUCUK I TRUCUK;Desa Trucuk;Trucuk;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11955;69800981;TK PUTRA BHAKTI I;KH.MASDAR NO.56;Banjarsari;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2018;31 Desember 2026;;-7.11885655988;111.83124357000;-;-;-
11956;69800326;KB PUTRA BHAKTI II;LETNAN SUCIPTO RT 03 RW 01;Banjarsari;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11957;20541179;SD NEGERI TRUCUK II TRUCUK;Desa Trucuk;Trucuk;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11958;69801069;TK PUTRA BHAKTI II;LETNAN SUCIPTO NO. 33;Banjarsari;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2022;31 Desember 2027;;-7.11885655988;111.83124357000;-;-;-
11959;69800319;KB TUNAS CEMPAKA;DS. SRANAK;Sranak;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11960;20541183;SD NEGERI TULUNGREJO I TRUCUK;Desa Tulungrejo;Tulungrejo;NEGERI;Kab. Bojonegoro;Kec. Trucuk;SD;;;;-7.11885655988;111.83124357000;-;-;-
11961;69801003;TK SINAR FAJAR;GUYANGAN;Guyangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;TK;2023;31 Desember 2028;;-7.11885655988;111.83124357000;-;-;-
11962;69800393;KB. AL MUTTAQIN;JL. MASJID NO. 30 RT 01 RW 01;Kanten;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;#N/A;#N/A;Lembaga Aktif;-7.11885655988;111.83124357000;-;-;-
11963;69800443;KB.FALAHIYAH;JL. TAMBANGAN III NO. 336 RT 08 RW 02;Kandangan;SWASTA;Kab. Bojonegoro;Kec. Trucuk;KB;2024;31 Desember 2029;;-7.11885655988;111.83124357000;-;-;-
11964;69906699;TK. BINA RIA BINAKAL;Desa Binakal Bondowoso;Binakal;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
11965;69761295;KB. BINARIA;Dusun Masjid RT. 03 RW 01 Binakal;Binakal;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2024;31 Desember 2029;;-7.90233300000;113.75988500000;-;-;-
11966;70038068;RA AS SIDDIQIN;DUSUN MASJID RT.09 RW.06;Jeruk Soksok;SWASTA;Kab. Bondowoso;Kec. Binakal;RA;2024;31 Desember 2029;;-7.90233300000;113.75988500000;-;-;-
11967;K9998290;LKP HARMONY IKSAL;Dusun Krajan RT 008/RW 002;Sumber Waru;SWASTA;Kab. Bondowoso;Kec. Binakal;Kursus / LKP;;;;-7.90233300000;113.75988500000;-;-;-
11968;P9998519;PKBM IKSAL GUNA;Desa Baratan;Baratan;SWASTA;Kab. Bondowoso;Kec. Binakal;PKBM;;;;-7.90233300000;113.75988500000;-;-;-
11969;20522370;UPTD SPF SD Negeri Baratan Kec. Binakal;Desa Baratan;Baratan;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
11970;20521782;UPTD SPF SMP Negeri 1 Binakal;JALAN KEMANTREN NO. 05;Binakal;NEGERI;Kab. Bondowoso;Kec. Binakal;SMP;;;;-7.90233300000;113.75988500000;-;-;-
11971;60716080;MIS ISLAMIYAH BINAKAL;JL. RAYA BESUKI NO. 35;Sumber Tengah;SWASTA;Kab. Bondowoso;Kec. Binakal;MI;;;;-7.90233300000;113.75988500000;-;-;-
11972;20581710;MTsS Nurul Falah Jeruk Soksok;Jl. Sumber Tengah No. 01 Ds. Jeruk Sosok;Jeruk Soksok;SWASTA;Kab. Bondowoso;Kec. Binakal;MTs;;;;-7.90233300000;113.75988500000;-;-;-
11973;20554155;SMKS NURUL FALAH;RAYA SUMBERTENGAH NO.01 DESA JERUK SOKSOK KEC. BINAKAL KAB. BONDOWOSO;Jeruk Soksok;SWASTA;Kab. Bondowoso;Kec. Binakal;SMK;;;;-7.90233300000;113.75988500000;-;-;-
11974;P9998519;PKBM IKSAL GUNA;Desa Baratan;Baratan;SWASTA;Kab. Bondowoso;Kec. Binakal;PKBM;;;;-7.90233300000;113.75988500000;-;ya;ya
11975;69906395;TK. PGRI 09 BINAKAL;Dusun Krajan RT. 02 RW. 01 Desa Baratan;Baratan;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
11976;69761307;KB. DARUL MU`MININ;DUSUN TAMBIRITAN RT. 09 RW. 03;Sumber Tengah;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2023;31 Desember 2028;;-7.90233300000;113.75988500000;-;-;-
11977;P9962981;PKBM ISLAMIYAH;JL. BESUKI RT 08 RW 07 SUMBER TENGAH;Sumber Tengah;SWASTA;Kab. Bondowoso;Kec. Binakal;PKBM;;;;-7.90233300000;113.75988500000;-;-;-
11978;20539331;UPTD SPF SD Negeri Bendelan 1 Kec. Binakal;Jl. Tancak Kembar Rt. 01 Rw. 1;Bendelan;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
11979;60716081;MIS Nurul Falah Jeruk Soksok;Jl. Sumber Tengah No. 01 Ds. Jeruk Sosok;Jeruk Soksok;SWASTA;Kab. Bondowoso;Kec. Binakal;MI;;;;-7.90233300000;113.75988500000;-;-;-
11980;P9962981;PKBM ISLAMIYAH;JL. BESUKI RT 08 RW 07 SUMBER TENGAH;Sumber Tengah;SWASTA;Kab. Bondowoso;Kec. Binakal;PKBM;;;;-7.90233300000;113.75988500000;-;ya;ya
11981;60725462;TKS NURUL FALAH;JL. SUMBERTENGAH NO.11;Jeruk Soksok;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
11982;69761298;KB. FLAMBOYAN;DUSUN KEMBANGAN RT. 03 RW. 01;Baratan;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
11983;20522435;UPTD SPF SD Negeri Bendelan 2 Kec. Binakal;Dusun Klampokan RT.09 RW.02;Bendelan;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
11984;60725453;TKS PGRI 1 BINAKAL;JL. RAYA BESUKI SUMBERTENGAH;Sumber Tengah;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
11985;69761293;KB. HARAPAN BUNDA;DUSUN KLOMPANGAN RT 08 RW. 03;Gadingsari;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
